-2.1733,0.52808,0.013571,0.83209,-0.5035,-0.99826,-1.006,-0.050667,1.2478,-0.21589,0.49142,0.85169,0.95595,-1.0359,-1.0773,-0.9597,0.51036,0.17036,-0.72821,0.33854,-0.55971,-1.7118,-0.54382,-0.64193,0.68911,2.1208,0.58152,0.12294,-0.48456,0.77779,0.084216,0.37522,0.29446,0.74976,-0.59093
-1.1176,0.033544,-0.1934,0.5896,-0.3991,0.13653,-0.4894,-1.2294,0.6254,-0.7786,-0.39498,0.58582,0.58017,-0.3022,-0.072171,-0.67485,0.80408,-0.97523,-1.1855,1.1998,-0.22308,-1.1303,-0.082486,0.040271,0.0085857,1.8681,0.04125,0.4138,-0.1138,0.1621,0.13954,-0.12829,-0.014048,1.2886,0.33591
-0.17856,-0.49531,0.9002,-0.18207,-0.086377,0.52418,0.090737,0.44134,0.7635,-0.77233,0.83944,0.47892,0.89652,-1.3669,-0.44645,-1.1903,1.3832,-0.22437,-0.84306,1.3736,-0.46084,-0.042305,0.22639,-0.48404,-0.24925,1.4022,-0.81122,-0.5423,-0.13694,0.5564,1.3447,-0.031257,-1.703,-0.67205,-0.056371
-0.0065642,-0.31092,0.83008,0.22619,0.36454,-0.085476,-0.37998,0.11809,0.91501,-0.29434,1.2037,0.36322,1.1241,-0.94183,0.089072,-0.78111,0.64171,-0.63251,-0.7766,1.3964,-0.27803,-0.62311,0.84676,-0.074265,-0.1431,1.802,0.069758,-0.15513,-0.43472,0.42919,1.5817,0.021126,-0.5583,-0.22595,0.44779
-0.45299,-0.55582,0.82343,0.19638,-0.41251,0.39021,-0.6579,0.054837,0.1478,-0.67158,0.42112,0.95253,0.24601,-0.11177,0.056618,-0.28238,0.24004,-0.30317,-1.1731,1.0526,-0.35149,-1.2231,0.21047,-0.1885,0.20432,1.3016,-0.75443,-0.25373,-0.33444,-0.12492,0.84431,0.074368,0.0096755,0.1201,0.30259
-0.15904,0.34566,0.1216,0.29082,-1.1562,-0.15713,0.44693,-0.52229,0.41924,0.031252,0.92038,0.22472,0.62456,-1.3693,0.34538,-1.1752,0.73651,-0.91875,-0.16973,-0.59143,1.2792,0.50754,0.98161,0.10129,-0.10227,0.32977,0.049363,-0.52316,-0.92763,-0.18358,-0.37913,0.42586,-0.76706,0.83786,-0.027252
-1.7483,-0.1462,0.25565,-0.42526,-0.12885,-0.78819,2.7617,-1.9492,0.3577,-0.55813,0.77333,0.9021,0.26247,-1.2379,-0.24113,-2.0313,2.0955,-2.1562,-0.047706,-2.4269,1.4491,0.33238,-1.981,-1.4546,0.31011,3.2625,0.50401,-2.4114,-1.2355,-0.78504,-0.57801,0.51867,0.50546,0.84966,-1.5741
-0.086296,-1.1023,0.15111,0.74589,-0.61845,-0.60641,1.178,-0.10793,-0.79743,-1.2753,0.62194,1.3732,-1.6876,-0.81253,-0.53201,-1.6792,-0.067312,-0.13945,0.51668,0.61354,1.0784,-0.42112,-1.2452,-0.96702,0.2763,0.29112,-0.27661,-1.3047,-0.86689,0.1007,-0.043742,1.3864,0.57162,0.93659,0.020095
0.36146,-0.39897,0.34123,0.68754,0.80105,0.55387,0.15311,-2.1561,-0.088253,-1.3057,1.0271,0.79495,-0.45383,-1.4238,-1.1049,-1.4422,0.39316,0.40796,0.77691,-0.3229,1.9812,-0.36745,-0.71047,0.14596,0.55044,2.0234,-0.75802,-0.70873,-0.84601,-0.42832,-0.52686,1.2446,0.25682,0.13638,0.19753
0.26355,-0.098886,-0.57622,1.0716,-0.55259,-0.038679,-0.037172,0.34951,0.29525,0.36604,0.91136,0.91707,0.69865,-1.3537,-0.76246,-0.65996,1.1553,0.46875,1.0865,0.082808,0.58641,-0.38396,0.62601,-0.34114,0.45936,0.71693,0.089718,-0.15871,-0.89328,0.55249,0.73327,1.0366,0.5381,1.0172,1.1811
0.40881,0.72132,-0.31855,1.8264,-2.7321,-0.10247,0.95187,-0.2971,-0.91759,-1.0221,1.2481,2.7128,-0.37282,0.72228,0.3387,-1.5269,0.95212,0.63987,-1.848,0.058423,1.0575,-0.65835,-0.24042,0.3562,-0.17392,0.52698,-0.52001,1.9634,0.68656,-0.12917,-1.155,0.59041,-1.8446,-0.016197,0.11839
0.36233,1.9178,0.23129,0.15543,-2.0443,0.13435,-0.48802,-0.20071,0.50047,-1.5908,0.65861,1.6176,0.39892,0.88695,-0.21072,-3.2018,1.2886,0.40853,-1.3084,-0.26372,-0.37846,-0.58159,0.40507,-0.57505,0.45603,0.032835,-1.089,0.13657,0.073883,-0.65815,0.81813,0.063231,-0.2078,1.9897,1.2672
0.090935,0.94692,-1.0593,2.6757,-5.0538,-2.147,1.7235,-0.2363,0.3822,-0.7577,0.47341,2.9634,-0.77066,0.28666,-0.70016,-0.92728,0.0013629,0.29311,-2.0541,0.16314,1.5486,-0.67539,1.5204,-1.4033,1.0022,0.26841,-2.3235,1.1117,-0.26093,-0.49772,-2.439,1.6687,-3.1757,-0.61577,-0.32083
1.4961,0.7776,-0.054965,1.7353,-1.6449,0.39308,0.12753,-1.7582,-0.14072,0.042159,2.5235,1.3666,2.3672,1.6663,1.097,-4.149,-0.78273,2.5656,-3.6679,1.332,1.6463,-0.77471,-0.23991,1.1053,-0.40857,-0.91861,-1.8308,0.75649,0.66992,-0.77134,-1.7657,2.0701,0.97652,-0.85059,0.85568
-2.2074,1.8322,0.9729,2.2818,-2.1307,0.43323,2.0567,-0.91882,2.8504,-2.0803,-0.11833,2.3462,-0.21613,0.4328,-0.47604,-0.44689,0.67642,0.74871,-2.2649,-0.37795,0.49401,-2.1881,1.0898,1.117,0.1647,0.91036,-1.8962,-0.88323,-0.49206,-1.2802,0.50906,0.78837,-0.92048,-0.68793,-1.6949
